path,owner,classification,notes
TEST-v13.15.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.16.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.16.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.16.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.17.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.18.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.19.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.2.0.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.2.0.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.2.0.3.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.2.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.20.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.20.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.21.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.22.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.22.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.23.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.24.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.24.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.25.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.26.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.26.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.26.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.27.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.27.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.27.3.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.27.4.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.27.5.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.27.5.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.28.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.28.1.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.28.1.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.28.1.3.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.28.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.28.2.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.28.2.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.28.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.28.3.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.28.4.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.28.4.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.28.5.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.28.5.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.28.5.3.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.28.5.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.28.6.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.28.6.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.28.6.3.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.28.6.4.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.28.6.5.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.28.6.6.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.28.6.7.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.28.6.8.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.28.6.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.28.7.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.28.7.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.28.7.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.29.0.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.29.0.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.29.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.29.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.29.2.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.29.2.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.29.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.29.3.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.29.3.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.29.4.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.3.0.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.3.0.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.3.0.3.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.3.0.4.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.3.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.3.1.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.3.1.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.3.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.30.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.30.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.31.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.32.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.36.10.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.36.11.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.36.4.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.36.5.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.36.6.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.36.7.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.36.8.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.36.9.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.37.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.37.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.37.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.37.3.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.37.4.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.37.5.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.37.6.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.37.7.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.40.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.42.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.43.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.44.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.45.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.45.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.46.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.47.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.49.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.49.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.5.5.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.50.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.54.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.54.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.54.3.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.54.4.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.55.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.56.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.57.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.58.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.59.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.6.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.6.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.6.10.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.6.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.6.3.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.6.4.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.6.5.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.6.6.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.6.7.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.6.8.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.6.9.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.60.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.61.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.61.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.61.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.62.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.63.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.63.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.64.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.65.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.68.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.68.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.68.10.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.68.11.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.68.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.68.3.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.68.4.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.68.5.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.68.6.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.68.7.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.68.8.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.68.9.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.69.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.69.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.7.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.70.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.70.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.70.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.71.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.72.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.73.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.74.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.75.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.76.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.77.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.78.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.79.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.8.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.8.1.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.8.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.80.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.80.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.80.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.80.3.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.81.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.81.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.81.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.81.3.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.81.4.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.9.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.9.1.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.9.1.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v13.9.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v9.21.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v9.22.0.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v9.22.1.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v9.22.10.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v9.22.11.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v9.22.12.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v9.22.13.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v9.22.14.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v9.22.2.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v9.22.3.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v9.22.4.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v9.22.5.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v9.22.6.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v9.22.7.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v9.22.8.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
TEST-v9.22.9.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
THEFORK-ADAPTER-FOUNDATION-DEPLOY.md,Documentation/Release History,Documentation,Historical release/test/deployment artifact unless specifically scoped
_headers,Repository/Other,Asset/Other,Non-critical repository artifact
ambient-cafe.mp3,Repository/Other,Asset/Other,Non-critical repository artifact
ambient-cafe.ogg,Repository/Other,Asset/Other,Non-critical repository artifact
ambient-disney.mp3,Repository/Other,Asset/Other,Non-critical repository artifact
ambient-disney.ogg,Repository/Other,Asset/Other,Non-critical repository artifact
ambient-home.mp3,Repository/Other,Asset/Other,Non-critical repository artifact
ambient-home.ogg,Repository/Other,Asset/Other,Non-critical repository artifact
ambient-hotel.mp3,Repository/Other,Asset/Other,Non-critical repository artifact
ambient-hotel.ogg,Repository/Other,Asset/Other,Non-critical repository artifact
ambient-night.mp3,Repository/Other,Asset/Other,Non-critical repository artifact
ambient-night.ogg,Repository/Other,Asset/Other,Non-critical repository artifact
ambient-paris.mp3,Repository/Other,Asset/Other,Non-critical repository artifact
ambient-paris.ogg,Repository/Other,Asset/Other,Non-critical repository artifact
ambient-road.mp3,Repository/Other,Asset/Other,Non-critical repository artifact
ambient-road.ogg,Repository/Other,Asset/Other,Non-critical repository artifact
ambient-seine.mp3,Repository/Other,Asset/Other,Non-critical repository artifact
ambient-seine.ogg,Repository/Other,Asset/Other,Non-critical repository artifact
ambient.css,Consumer/Root Legacy,Legacy/Shared,Root-level historical/product file; inspect before modification
ambient.js,Consumer/Root Legacy,Legacy/Shared,Root-level historical/product file; inspect before modification
app/albums-view.css,Consumer,Experience,Current consumer experience and app shell
app/albums-view.js,Consumer,Experience,Current consumer experience and app shell
app/app-shell.css,Consumer,Experience,Current consumer experience and app shell
app/app-shell.js,Consumer,Experience,Current consumer experience and app shell
app/bookings-view.css,Consumer,Experience,Current consumer experience and app shell
app/bookings-view.js,Consumer,Experience,Current consumer experience and app shell
app/control-center/booking-control-center.css,Control Center,Experience,Booking/Travel control-center projection; must consume public contracts
app/control-center/booking-control-center.js,Control Center,Experience,Booking/Travel control-center projection; must consume public contracts
app/control-center/booking-inbox.css,Control Center,Experience,Booking/Travel control-center projection; must consume public contracts
app/control-center/booking-inbox.js,Control Center,Experience,Booking/Travel control-center projection; must consume public contracts
app/control-center/control-center-attention-service.js,Control Center,Experience,Booking/Travel control-center projection; must consume public contracts
app/control-center/control-center-home.css,Control Center,Experience,Booking/Travel control-center projection; must consume public contracts
app/control-center/control-center-home.js,Control Center,Experience,Booking/Travel control-center projection; must consume public contracts
app/control-center/control-center-manifest.js,Control Center,Experience,Booking/Travel control-center projection; must consume public contracts
app/control-center/control-center-shell.js,Control Center,Experience,Booking/Travel control-center projection; must consume public contracts
app/control-center/travel-identity-service.js,Control Center,Experience,Booking/Travel control-center projection; must consume public contracts
app/gallery-view.css,Consumer,Experience,Current consumer experience and app shell
app/gallery-view.js,Consumer,Experience,Current consumer experience and app shell
app/memory-export-engine.js,Consumer,Experience,Current consumer experience and app shell
app/memory-export-engine.ts,Consumer,Experience,Current consumer experience and app shell
app/memory-render-engine.js,Consumer,Experience,Current consumer experience and app shell
app/memory-render-engine.ts,Consumer,Experience,Current consumer experience and app shell
app/memory-worlds-v2.css,Consumer,Experience,Current consumer experience and app shell
app/memory-worlds-v2.js,Consumer,Experience,Current consumer experience and app shell
app/memory-worlds-v3.css,Consumer,Experience,Current consumer experience and app shell
app/memory-worlds-v3.js,Consumer,Experience,Current consumer experience and app shell
app/memory-worlds-v3.ts,Consumer,Experience,Current consumer experience and app shell
app/module-hubs.css,Consumer,Experience,Current consumer experience and app shell
app/module-hubs.js,Consumer,Experience,Current consumer experience and app shell
app/navigation-registry.js,Platform,Shared Runtime,Cross-product platform/runtime infrastructure
app/product-module-manifests.js,Consumer,Experience,Current consumer experience and app shell
app/public-entry.css,Consumer,Experience,Current consumer experience and app shell
app/public-entry.js,Consumer,Experience,Current consumer experience and app shell
app-gateway.js,Consumer/Root Legacy,Legacy/Shared,Root-level historical/product file; inspect before modification
app-icon-apple-maps.svg,Repository/Other,Asset/Other,Non-critical repository artifact
app-icon-chatgpt.svg,Repository/Other,Asset/Other,Non-critical repository artifact
app-icon-citymapper.svg,Repository/Other,Asset/Other,Non-critical repository artifact
app-icon-disneyland.svg,Repository/Other,Asset/Other,Non-critical repository artifact
app-icon-google-maps.svg,Repository/Other,Asset/Other,Non-critical repository artifact
app-icon-idfm.svg,Repository/Other,Asset/Other,Non-critical repository artifact
app-icon-thefork.svg,Repository/Other,Asset/Other,Non-critical repository artifact
app-icon-translate.svg,Repository/Other,Asset/Other,Non-critical repository artifact
app-icon-uber.svg,Repository/Other,Asset/Other,Non-critical repository artifact
assets/reisezeit-horizon.webp,Platform/Brand Assets,Asset,Shared visual/brand asset
assistant.js,Consumer/Root Legacy,Legacy/Shared,Root-level historical/product file; inspect before modification
audio/ambient-cafe.mp3,Consumer/Assets,Asset,Audio product asset
audio/ambient-cafe.ogg,Consumer/Assets,Asset,Audio product asset
audio/ambient-disney.mp3,Consumer/Assets,Asset,Audio product asset
audio/ambient-disney.ogg,Consumer/Assets,Asset,Audio product asset
audio/ambient-home.mp3,Consumer/Assets,Asset,Audio product asset
audio/ambient-home.ogg,Consumer/Assets,Asset,Audio product asset
audio/ambient-hotel.mp3,Consumer/Assets,Asset,Audio product asset
audio/ambient-hotel.ogg,Consumer/Assets,Asset,Audio product asset
audio/ambient-night.mp3,Consumer/Assets,Asset,Audio product asset
audio/ambient-night.ogg,Consumer/Assets,Asset,Audio product asset
audio/ambient-paris.mp3,Consumer/Assets,Asset,Audio product asset
audio/ambient-paris.ogg,Consumer/Assets,Asset,Audio product asset
audio/ambient-road.mp3,Consumer/Assets,Asset,Audio product asset
audio/ambient-road.ogg,Consumer/Assets,Asset,Audio product asset
audio/ambient-seine.mp3,Consumer/Assets,Asset,Audio product asset
audio/ambient-seine.ogg,Consumer/Assets,Asset,Audio product asset
auth/config.js,Platform/Auth,Shared Runtime,Auth session/config/UI; Paris aliases are compatibility only
auth/session.js,Platform/Auth,Shared Runtime,Auth session/config/UI; Paris aliases are compatibility only
auth/ui.js,Platform/Auth,Shared Runtime,Auth session/config/UI; Paris aliases are compatibility only
backend.html,Consumer/Root Legacy,Legacy/Shared,Root-level historical/product file; inspect before modification
booking-handoff.html,Consumer/Root Legacy,Legacy/Shared,Root-level historical/product file; inspect before modification
budget.js,Consumer/Root Legacy,Legacy/Shared,Root-level historical/product file; inspect before modification
carte-food-perruche-summer.pdf,Repository/Other,Asset/Other,Non-critical repository artifact
config.js,Consumer/Root Legacy,Legacy/Shared,Root-level historical/product file; inspect before modification
console.html,Consumer/Root Legacy,Legacy/Shared,Root-level historical/product file; inspect before modification
core/ai/README.md,Intelligence/Planning,Domain/Application,"AI, recommendations, discovery and planning workspace"
core/ai/ai-brain.css,Intelligence/Planning,Domain/Application,"AI, recommendations, discovery and planning workspace"
core/ai/ai-capability-registry.js,Intelligence/Planning,Domain/Application,"AI, recommendations, discovery and planning workspace"
core/ai/ai-command-proposal-service.js,Intelligence/Planning,Domain/Application,"AI, recommendations, discovery and planning workspace"
core/ai/ai-context-service.js,Intelligence/Planning,Domain/Application,"AI, recommendations, discovery and planning workspace"
core/ai/ai-core.js,Intelligence/Planning,Domain/Application,"AI, recommendations, discovery and planning workspace"
core/ai/ai-dashboard-service.js,Intelligence/Planning,Domain/Application,"AI, recommendations, discovery and planning workspace"
core/ai/ai-domain-registry.js,Intelligence/Planning,Domain/Application,"AI, recommendations, discovery and planning workspace"
core/ai/ai-evidence-store.js,Intelligence/Planning,Domain/Application,"AI, recommendations, discovery and planning workspace"
core/ai/ai-memory-service.js,Intelligence/Planning,Domain/Application,"AI, recommendations, discovery and planning workspace"
core/ai/ai-model-router.js,Intelligence/Planning,Domain/Application,"AI, recommendations, discovery and planning workspace"
core/ai/ai-orchestrator.js,Intelligence/Planning,Domain/Application,"AI, recommendations, discovery and planning workspace"
core/ai/ai-output-validator.js,Intelligence/Planning,Domain/Application,"AI, recommendations, discovery and planning workspace"
core/ai/ai-policy-service.js,Intelligence/Planning,Domain/Application,"AI, recommendations, discovery and planning workspace"
core/ai/ai-tool-registry.js,Intelligence/Planning,Domain/Application,"AI, recommendations, discovery and planning workspace"
core/ai/providers/openai-provider.js,Intelligence/Planning,Domain/Application,"AI, recommendations, discovery and planning workspace"
core/app/app-shell-v11.css,Legacy/Consumer,Legacy Experience,Older app-shell generation
core/app/app-shell-v11.js,Legacy/Consumer,Legacy Experience,Older app-shell generation
core/booking/booking-affiliate-foundation.js,Booking,Domain,Booking Core / provider / communication / lifecycle
core/booking/booking-affiliate-provider.js,Booking,Domain,Booking Core / provider / communication / lifecycle
core/booking/booking-availability.js,Booking,Domain,Booking Core / provider / communication / lifecycle
